vehicle_id,temperature,humidity,accel_magnitude,label,anomaly_type,anomaly_reason
Transport-1,14.99,47.18,0.744,NORMAL,,
Transport-2,16.87,43.81,2.168,NORMAL,,
Transport-1,24.5,63.53,0.619,NORMAL,,
Transport-2,23.43,63.83,1.109,NORMAL,,
Transport-1,17.89,54.07,0.684,NORMAL,,
Transport-2,11.55,31.48,1.159,NORMAL,,
Transport-1,14.73,47.19,0.802,NORMAL,,
Transport-2,14.64,64.12,1.028,NORMAL,,
Transport-1,18.65,64.42,0.604,NORMAL,,
Transport-2,31.48,48.22,0.266,NORMAL,,
Transport-1,11.92,47.88,2.219,NORMAL,,
Transport-2,22.62,31.06,2.11,NORMAL,,
Transport-1,13.26,34.68,2.383,NORMAL,,
Transport-2,12.99,42.17,1.551,NORMAL,,
Transport-1,11.88,40.14,0.597,NORMAL,,
Transport-2,16.17,54.64,0.544,NORMAL,,
Transport-1,15.86,64.18,2.387,NORMAL,,
Transport-2,17.25,32.04,0.951,NORMAL,,
Transport-1,17.59,57.22,2.146,NORMAL,,
Transport-2,20.79,50.62,0.939,NORMAL,,
Transport-1,20.52,30.34,1.023,NORMAL,,
Transport-2,20.4,56.82,0.76,NORMAL,,
Transport-1,18.82,43.39,2.181,NORMAL,,
Transport-2,39.62,36.75,1.987,NORMAL,,
Transport-1,23.73,35.47,1.879,NORMAL,,
Transport-2,14.12,46.61,0.834,NORMAL,,
Transport-1,23.34,49.93,1.579,NORMAL,,
Transport-2,10.77,38.15,1.23,NORMAL,,
Transport-1,12.73,47.64,0.807,NORMAL,,
Transport-2,16.96,34.66,2.319,NORMAL,,
Transport-1,22.46,41.06,1.552,NORMAL,,
Transport-2,33.03,33.42,1.932,NORMAL,,
Transport-1,27.32,49.39,1.375,NORMAL,,
Transport-2,10.52,52.36,0.204,NORMAL,,
Transport-1,14.39,49.09,0.334,NORMAL,,
Transport-2,33.85,34.9,0.313,NORMAL,,
Transport-1,23.16,48.49,1.168,NORMAL,,
Transport-2,19.74,60.38,2.07,NORMAL,,
Transport-1,11.13,33.93,0.123,NORMAL,,
Transport-2,12.03,39.1,0.963,NORMAL,,
Transport-1,16.62,48.35,1.421,NORMAL,,
Transport-2,21.04,39.63,1.598,NORMAL,,
Transport-1,24.97,39.22,0.698,NORMAL,,
Transport-2,-18.52,46.97,1.451,NORMAL,,
Transport-1,39.23,59.27,0.196,NORMAL,,
Transport-2,29.39,49.42,0.385,NORMAL,,
Transport-1,39.47,57.35,1.317,NORMAL,,
Transport-2,15.43,58.92,1.754,NORMAL,,
Transport-1,10.83,44.94,1.173,NORMAL,,
Transport-2,18.47,43.12,1.051,NORMAL,,
Transport-1,24.59,42.6,1.195,NORMAL,,
Transport-2,20.24,53.18,1.788,NORMAL,,
Transport-1,14.74,34.38,1.639,NORMAL,,
Transport-2,18.97,60.44,2.227,NORMAL,,
Transport-1,16.89,32.69,1.677,NORMAL,,
Transport-2,17.34,42.64,2.517,NORMAL,,
Transport-1,-5.41,45.51,0.385,NORMAL,,
Transport-2,23.67,58.72,1.9,NORMAL,,
Transport-1,22.66,45.33,0.856,NORMAL,,
Transport-2,11.37,56.48,1.456,NORMAL,,
Transport-1,12.82,36.45,0.143,NORMAL,,
Transport-2,22.61,30.61,0.123,NORMAL,,
Transport-1,22.29,41.44,0.874,NORMAL,,
Transport-2,14.11,30.93,1.838,NORMAL,,
Transport-1,18.71,55.96,1.688,NORMAL,,
Transport-2,15.29,34.41,0.325,NORMAL,,
Transport-1,35.76,58.88,1.885,NORMAL,,
Transport-2,11.58,58.45,1.447,NORMAL,,
Transport-1,21.72,54.61,2.086,NORMAL,,
Transport-2,21.21,59.78,0.715,NORMAL,,
Transport-1,14.71,63.53,0.084,NORMAL,,
Transport-2,12.5,54.93,0.44,NORMAL,,
Transport-1,17.42,62.02,0.529,NORMAL,,
Transport-2,21.38,47.52,2.279,NORMAL,,
Transport-1,19.69,38.15,0.392,NORMAL,,
Transport-2,27.81,52.64,0.928,NORMAL,,
Transport-1,16.08,64.44,0.731,NORMAL,,
Transport-2,15.32,49.76,0.631,NORMAL,,
Transport-1,-4.06,48.96,0.207,NORMAL,,
Transport-2,37.21,35.06,2.905,NORMAL,,
Transport-1,24.19,53.69,0.754,NORMAL,,
Transport-2,14.56,33.26,0.36,NORMAL,,
Transport-1,16.34,57.85,0.353,NORMAL,,
Transport-2,19.65,36.9,0.244,NORMAL,,
Transport-1,23.86,58.75,0.885,NORMAL,,
Transport-2,26.12,50.31,2.048,NORMAL,,
Transport-1,13.99,31.37,1.139,NORMAL,,
Transport-2,14.17,48.32,1.983,NORMAL,,
Transport-1,20.38,53.6,2.45,NORMAL,,
Transport-2,21.2,42.44,1.597,NORMAL,,
Transport-1,21.71,61.86,0.957,NORMAL,,
Transport-2,16.45,45.32,0.776,NORMAL,,
Transport-1,38.09,58.22,0.524,NORMAL,,
Transport-2,24.25,42.53,0.135,NORMAL,,
Transport-1,23.68,52.16,1.803,NORMAL,,
Transport-2,20.79,30.98,0.938,NORMAL,,
Transport-1,12.19,58.81,0.588,NORMAL,,
Transport-2,22.16,47.88,0.322,NORMAL,,
Transport-1,23.64,39.44,2.049,NORMAL,,
Transport-2,-7.31,42.65,1.326,NORMAL,,
Transport-1,34.95,45.03,1.59,NORMAL,,
Transport-2,24.66,63.75,0.409,NORMAL,,
Transport-1,11.5,39.51,2.04,NORMAL,,
Transport-2,11.33,41.98,2.453,NORMAL,,
Transport-1,16.24,35.83,2.465,NORMAL,,
Transport-2,18.44,32.1,0.17,NORMAL,,
Transport-1,18.71,62.51,1.242,NORMAL,,
Transport-2,23.38,51.26,2.196,NORMAL,,
Transport-1,15.42,52.31,0.177,NORMAL,,
Transport-2,18.02,64.87,1.186,NORMAL,,
Transport-1,22.96,53.89,1.786,NORMAL,,
Transport-2,4.66,46.04,1.26,NORMAL,,
Transport-1,12.16,33.27,0.042,NORMAL,,
Transport-2,-5.81,42.12,1.472,NORMAL,,
Transport-1,17.59,35.69,2.399,NORMAL,,
Transport-2,31.83,44.07,1.525,NORMAL,,
Transport-1,10.13,30.7,1.467,NORMAL,,
Transport-2,17.77,30.26,1.057,NORMAL,,
Transport-1,23.28,51.97,0.699,NORMAL,,
Transport-2,27.65,36.32,0.71,NORMAL,,
Transport-1,22.45,44.55,0.646,NORMAL,,
Transport-2,20.16,44.48,0.976,NORMAL,,
Transport-1,19.4,42.56,2.489,NORMAL,,
Transport-2,17.29,49.8,2.292,NORMAL,,
Transport-1,23.53,51.56,1.759,NORMAL,,
Transport-2,12.88,46.24,0.615,NORMAL,,
Transport-1,0.12,49.52,1.066,NORMAL,,
Transport-2,18.14,34.53,0.94,NORMAL,,
Transport-1,19.34,45.64,1.945,NORMAL,,
Transport-2,12.47,44.22,2.316,NORMAL,,
Transport-1,22.57,45.52,0.253,NORMAL,,
Transport-2,19.98,42.85,1.172,NORMAL,,
Transport-1,24.49,36.12,1.62,NORMAL,,
Transport-2,20.76,57.19,1.684,NORMAL,,
Transport-1,23.39,32.75,0.827,NORMAL,,
Transport-2,24.82,43.63,1.832,NORMAL,,
Transport-1,16.36,37.17,0.844,NORMAL,,
Transport-2,13.51,30.69,2.198,NORMAL,,
Transport-1,0.49,43.39,0.014,NORMAL,,
Transport-2,34.76,34.4,0.479,NORMAL,,
Transport-1,28.49,31.35,1.868,NORMAL,,
Transport-2,15.53,56.94,2.027,NORMAL,,
Transport-1,24.21,44.23,1.93,NORMAL,,
Transport-2,23.46,61.77,0.219,NORMAL,,
Transport-1,29.53,47.91,0.402,NORMAL,,
Transport-2,35.5,38.67,2.857,NORMAL,,
Transport-1,12.25,48.82,1.439,NORMAL,,
Transport-2,10.25,63.61,0.111,NORMAL,,
Transport-1,10.21,49.84,2.331,NORMAL,,
Transport-2,34.68,30.4,1.626,NORMAL,,
Transport-1,17.48,32.53,1.711,NORMAL,,
Transport-2,21.48,46.99,0.373,NORMAL,,
Transport-1,12.59,60.53,1.533,NORMAL,,
Transport-2,24.44,48.14,0.182,NORMAL,,
Transport-1,13.8,58.13,2.045,NORMAL,,
Transport-2,10.11,44.55,1.507,NORMAL,,
Transport-1,18.2,49.12,0.224,NORMAL,,
Transport-2,22.8,59.97,0.248,NORMAL,,
Transport-1,13.94,60.62,0.322,NORMAL,,
Transport-2,13.03,48.69,1.068,NORMAL,,
Transport-1,17.01,49.18,0.707,NORMAL,,
Transport-2,36.21,33.8,2.6,NORMAL,,
Transport-1,11.91,44.96,0.402,NORMAL,,
Transport-2,32.77,33.17,1.518,NORMAL,,
Transport-1,38.08,45.41,2.851,NORMAL,,
Transport-2,15.91,59.69,1.232,NORMAL,,
Transport-1,17.35,59.64,2.08,NORMAL,,
Transport-2,15.0,47.22,1.432,NORMAL,,
Transport-1,21.91,47.03,0.835,NORMAL,,
Transport-2,13.58,63.22,0.763,NORMAL,,
Transport-1,16.91,40.75,0.088,NORMAL,,
Transport-2,18.16,49.31,0.891,NORMAL,,
Transport-1,24.48,43.21,0.646,NORMAL,,
Transport-2,16.87,56.58,0.515,NORMAL,,
Transport-1,10.63,42.57,2.328,NORMAL,,
Transport-2,18.46,37.17,1.855,NORMAL,,
Transport-1,22.79,36.94,2.186,NORMAL,,
Transport-2,20.84,41.17,2.265,NORMAL,,
Transport-1,12.68,47.26,0.205,NORMAL,,
Transport-2,24.16,64.18,0.941,NORMAL,,
Transport-1,12.69,42.7,1.405,NORMAL,,
Transport-2,39.67,37.95,2.016,NORMAL,,
Transport-1,11.7,30.14,2.499,NORMAL,,
Transport-2,33.6,45.29,0.9,NORMAL,,
Transport-1,14.27,43.16,1.891,NORMAL,,
Transport-2,11.16,30.63,0.256,NORMAL,,
Transport-1,24.0,52.31,2.005,NORMAL,,
Transport-2,15.42,33.79,2.19,NORMAL,,
Transport-1,15.04,45.37,1.462,NORMAL,,
Transport-2,24.19,50.29,1.351,NORMAL,,
Transport-1,10.94,36.56,0.081,NORMAL,,
Transport-2,31.7,34.08,2.508,NORMAL,,
Transport-1,14.52,38.71,0.931,NORMAL,,
Transport-2,17.33,44.26,2.466,NORMAL,,
Transport-1,12.13,31.85,1.565,NORMAL,,
Transport-2,22.55,47.92,1.318,NORMAL,,
Transport-1,12.56,36.92,0.797,NORMAL,,
Transport-2,13.15,34.07,2.425,NORMAL,,
Transport-1,22.04,57.58,0.743,NORMAL,,
Transport-2,12.18,54.41,1.607,NORMAL,,
Transport-1,38.12,50.76,0.468,NORMAL,,
Transport-2,22.63,37.33,0.181,NORMAL,,
Transport-1,22.08,57.6,1.951,NORMAL,,
Transport-2,24.22,39.05,0.843,NORMAL,,
Transport-1,10.77,47.38,0.308,NORMAL,,
Transport-2,15.26,57.05,2.008,NORMAL,,
Transport-1,15.5,43.07,0.379,NORMAL,,
Transport-2,31.22,35.71,1.1,NORMAL,,
Transport-1,19.42,34.25,2.465,NORMAL,,
Transport-2,21.71,47.36,2.734,NORMAL,,
Transport-1,12.62,43.25,2.108,NORMAL,,
Transport-2,19.76,60.34,2.235,NORMAL,,
Transport-1,-14.31,45.44,1.481,NORMAL,,
Transport-2,28.2,35.0,2.392,NORMAL,,
Transport-1,12.58,43.91,0.522,NORMAL,,
Transport-2,10.27,44.01,1.375,NORMAL,,
Transport-1,19.95,59.27,0.539,NORMAL,,
Transport-2,22.77,35.48,2.437,NORMAL,,
Transport-1,25.03,59.44,0.292,NORMAL,,
Transport-2,19.57,42.25,2.321,NORMAL,,
Transport-1,18.24,50.68,1.632,NORMAL,,
Transport-2,15.47,59.53,0.487,NORMAL,,
Transport-1,26.88,52.87,2.141,NORMAL,,
Transport-2,18.53,60.37,1.08,NORMAL,,
Transport-1,7.13,41.43,0.779,NORMAL,,
Transport-2,-0.82,48.68,1.763,NORMAL,,
Transport-1,11.25,55.36,0.779,NORMAL,,
Transport-2,23.28,44.56,2.334,NORMAL,,
Transport-1,16.65,43.17,0.918,NORMAL,,
Transport-2,22.13,42.66,1.311,NORMAL,,
Transport-1,18.08,38.33,2.8,NORMAL,,
Transport-2,27.32,49.43,0.088,NORMAL,,
Transport-1,17.64,49.1,0.899,NORMAL,,
Transport-2,12.9,63.28,1.022,NORMAL,,
Transport-1,10.79,31.31,1.793,NORMAL,,
Transport-2,17.63,38.51,1.862,NORMAL,,
Transport-1,12.85,46.12,0.716,NORMAL,,
Transport-2,19.68,52.78,2.061,NORMAL,,
Transport-1,11.1,39.58,2.45,NORMAL,,
Transport-2,20.65,30.26,1.296,NORMAL,,
Transport-1,18.54,62.23,2.421,NORMAL,,
Transport-2,16.87,63.08,1.684,NORMAL,,
Transport-1,16.99,38.41,1.175,NORMAL,,
Transport-2,18.73,42.49,0.411,NORMAL,,
Transport-1,22.45,53.24,0.846,NORMAL,,
Transport-2,34.73,42.09,0.079,NORMAL,,
Transport-1,34.83,59.04,2.67,NORMAL,,
Transport-2,17.95,30.97,0.617,NORMAL,,
Transport-1,19.43,49.5,1.857,NORMAL,,
Transport-2,18.47,33.08,1.034,NORMAL,,
Transport-1,30.8,59.72,0.834,NORMAL,,
Transport-2,14.94,45.42,2.142,NORMAL,,
Transport-1,36.47,36.11,2.62,NORMAL,,
Transport-2,23.33,41.52,0.786,NORMAL,,
Transport-1,24.11,31.67,0.881,NORMAL,,
Transport-2,3.76,41.99,0.85,NORMAL,,
Transport-1,23.73,56.67,1.263,NORMAL,,
Transport-2,7.92,40.58,0.525,NORMAL,,
Transport-1,12.35,63.16,1.917,NORMAL,,
Transport-2,18.86,55.25,2.353,NORMAL,,
Transport-1,10.91,47.75,1.124,NORMAL,,
Transport-2,11.72,34.41,1.324,NORMAL,,
Transport-1,10.32,55.3,0.081,NORMAL,,
Transport-2,18.09,63.91,1.211,NORMAL,,
Transport-1,18.28,59.44,2.492,NORMAL,,
Transport-2,14.8,61.73,0.478,NORMAL,,
Transport-1,16.09,31.44,0.868,NORMAL,,
Transport-2,20.29,63.21,0.67,NORMAL,,
Transport-1,11.66,46.14,0.212,NORMAL,,
Transport-2,25.98,46.58,1.648,NORMAL,,
Transport-1,24.53,54.99,2.312,NORMAL,,
Transport-2,11.76,48.49,0.317,NORMAL,,
Transport-1,17.24,51.79,0.025,NORMAL,,
Transport-2,17.37,63.27,0.959,NORMAL,,
Transport-1,20.72,51.13,0.747,NORMAL,,
Transport-2,13.27,63.81,0.327,NORMAL,,
Transport-1,10.39,37.76,1.951,NORMAL,,
Transport-2,11.2,46.61,0.025,NORMAL,,
Transport-1,22.11,57.0,2.288,NORMAL,,
Transport-2,20.99,40.52,1.566,NORMAL,,
Transport-1,33.97,45.25,0.699,NORMAL,,
Transport-2,31.81,59.42,0.467,NORMAL,,
Transport-1,13.18,57.74,0.467,NORMAL,,
Transport-2,24.98,30.87,2.088,NORMAL,,
Transport-1,22.62,49.41,2.254,NORMAL,,
Transport-2,-19.45,40.75,0.501,NORMAL,,
Transport-1,36.65,43.8,1.821,NORMAL,,
Transport-2,22.07,63.86,0.671,NORMAL,,
Transport-1,11.29,49.57,1.257,NORMAL,,
Transport-2,16.63,41.69,1.305,NORMAL,,
Transport-1,10.13,56.64,1.783,NORMAL,,
Transport-2,10.79,56.42,2.388,NORMAL,,
Transport-1,14.85,36.43,1.442,NORMAL,,
Transport-2,15.34,54.4,1.4,NORMAL,,
Transport-1,16.3,49.67,0.015,NORMAL,,
Transport-2,23.22,32.73,1.767,NORMAL,,
Transport-1,-3.76,43.7,1.138,NORMAL,,
Transport-2,36.51,47.4,0.173,NORMAL,,
Transport-1,22.31,44.12,0.147,NORMAL,,
Transport-2,21.86,45.89,0.754,NORMAL,,
Transport-1,22.82,56.21,0.681,NORMAL,,
Transport-2,13.78,62.23,1.454,NORMAL,,
Transport-1,18.95,42.81,2.018,NORMAL,,
Transport-2,11.75,34.52,1.342,NORMAL,,
Transport-1,-1.5,48.7,1.528,NORMAL,,
Transport-2,10.55,33.56,1.821,NORMAL,,
Transport-1,15.57,47.56,1.814,NORMAL,,
Transport-2,16.1,46.98,1.352,NORMAL,,
Transport-1,15.15,54.23,2.079,NORMAL,,
Transport-2,20.49,44.42,0.346,NORMAL,,
Transport-1,25.74,49.18,1.014,NORMAL,,
Transport-2,15.24,40.85,0.9,NORMAL,,
Transport-1,33.82,44.84,2.684,NORMAL,,
Transport-2,16.16,61.45,2.241,NORMAL,,
Transport-1,35.77,32.66,2.595,NORMAL,,
Transport-2,12.67,38.38,1.045,NORMAL,,
Transport-1,14.81,34.72,0.74,NORMAL,,
Transport-2,16.63,42.14,1.866,NORMAL,,
Transport-1,25.41,43.32,1.489,NORMAL,,
Transport-2,11.95,42.1,2.019,NORMAL,,
Transport-1,10.95,34.61,2.147,NORMAL,,
Transport-2,13.8,49.44,1.319,NORMAL,,
Transport-1,17.0,55.93,0.928,NORMAL,,
Transport-2,10.48,41.18,1.055,NORMAL,,
Transport-1,11.09,57.65,0.544,NORMAL,,
Transport-2,34.1,46.86,2.223,NORMAL,,
Transport-1,20.67,54.27,0.884,NORMAL,,
Transport-2,21.18,43.26,0.757,NORMAL,,
Transport-1,22.27,62.55,1.363,NORMAL,,
Transport-2,37.1,32.96,0.696,NORMAL,,
Transport-1,34.71,55.71,1.245,NORMAL,,
Transport-2,16.57,38.08,0.728,NORMAL,,
Transport-1,12.27,54.83,1.283,NORMAL,,
Transport-2,11.34,41.81,0.224,NORMAL,,
Transport-1,28.44,44.6,0.447,NORMAL,,
Transport-2,0.68,41.61,1.126,NORMAL,,
Transport-1,-19.77,42.38,1.877,NORMAL,,
Transport-2,11.7,49.96,2.155,NORMAL,,
Transport-1,24.92,53.77,0.185,NORMAL,,
Transport-2,4.47,42.87,1.116,NORMAL,,
Transport-1,11.3,30.05,1.124,NORMAL,,
Transport-2,27.17,59.98,0.861,NORMAL,,
Transport-1,12.4,35.74,0.713,NORMAL,,
Transport-2,37.17,59.25,0.697,NORMAL,,
Transport-1,-0.3,41.13,1.74,NORMAL,,
Transport-2,12.47,45.04,0.718,NORMAL,,
Transport-1,23.6,59.68,0.164,NORMAL,,
Transport-2,17.23,47.61,0.79,NORMAL,,
Transport-1,36.24,58.16,2.415,NORMAL,,
Transport-2,13.03,48.26,0.607,NORMAL,,
Transport-1,14.75,46.36,0.714,NORMAL,,
Transport-2,-1.23,40.98,1.054,NORMAL,,
Transport-1,11.66,37.68,1.161,NORMAL,,
Transport-2,22.0,55.88,1.066,NORMAL,,
Transport-1,14.75,57.09,0.13,NORMAL,,
Transport-2,21.93,46.7,0.327,NORMAL,,
Transport-1,23.99,60.08,1.774,NORMAL,,
Transport-2,17.8,64.13,2.414,NORMAL,,
Transport-1,22.17,36.9,0.534,NORMAL,,
Transport-2,22.15,57.95,0.267,NORMAL,,
Transport-1,23.78,61.64,0.391,NORMAL,,
Transport-2,19.29,35.58,2.42,NORMAL,,
Transport-1,-9.98,41.21,0.171,NORMAL,,
Transport-2,-8.38,44.16,0.898,NORMAL,,
Transport-1,11.08,37.94,2.329,NORMAL,,
Transport-2,26.88,40.19,0.654,NORMAL,,
Transport-1,14.13,61.84,1.585,NORMAL,,
Transport-2,23.64,63.52,0.194,NORMAL,,
Transport-1,14.55,43.75,0.449,NORMAL,,
Transport-2,24.37,47.61,0.207,NORMAL,,
Transport-1,15.1,59.96,1.087,NORMAL,,
Transport-2,12.87,56.91,0.664,NORMAL,,
Transport-1,16.18,39.65,1.396,NORMAL,,
Transport-2,35.9,42.07,0.716,NORMAL,,
Transport-1,17.65,46.12,2.252,NORMAL,,
Transport-2,3.01,44.92,1.792,NORMAL,,
Transport-1,10.11,39.6,1.265,NORMAL,,
Transport-2,12.99,31.32,1.608,NORMAL,,
Transport-1,10.79,38.08,2.005,NORMAL,,
Transport-2,8.98,44.16,1.956,NORMAL,,
Transport-1,13.23,40.22,0.432,NORMAL,,
Transport-2,23.66,51.54,1.03,NORMAL,,
Transport-1,-17.09,42.1,1.132,NORMAL,,
Transport-2,10.59,44.11,1.623,NORMAL,,
Transport-1,29.14,39.62,0.281,NORMAL,,
Transport-2,11.93,63.17,1.188,NORMAL,,
Transport-1,21.49,47.43,0.775,NORMAL,,
Transport-2,36.01,50.19,0.141,NORMAL,,
Transport-1,21.45,34.78,0.572,NORMAL,,
Transport-2,-18.79,47.53,0.948,NORMAL,,
Transport-1,10.11,58.68,0.9,NORMAL,,
Transport-2,20.16,54.59,2.39,NORMAL,,
Transport-1,16.0,63.38,1.605,NORMAL,,
Transport-2,11.9,59.49,0.905,NORMAL,,
Transport-1,24.12,35.97,1.805,NORMAL,,
Transport-2,16.2,49.13,1.09,NORMAL,,
Transport-1,34.84,53.14,0.116,NORMAL,,
Transport-2,18.05,62.72,2.087,NORMAL,,
Transport-1,19.1,42.88,1.412,NORMAL,,
Transport-2,10.47,63.14,0.602,NORMAL,,
Transport-1,11.25,62.5,1.449,NORMAL,,
Transport-2,37.35,40.37,1.865,NORMAL,,
Transport-1,12.8,59.09,1.917,NORMAL,,
Transport-2,15.65,48.67,0.001,NORMAL,,
Transport-1,13.12,38.77,2.015,NORMAL,,
Transport-2,12.87,47.65,2.164,NORMAL,,
Transport-1,11.18,42.47,1.869,NORMAL,,
Transport-2,22.25,63.59,1.982,NORMAL,,
Transport-1,17.4,31.4,2.461,NORMAL,,
Transport-2,12.28,53.33,0.711,NORMAL,,
Transport-1,18.8,45.6,2.09,NORMAL,,
Transport-2,16.73,48.82,1.659,NORMAL,,
Transport-1,21.84,49.38,0.452,NORMAL,,
Transport-2,2.98,47.3,0.041,NORMAL,,
Transport-1,17.31,60.74,1.318,NORMAL,,
Transport-2,9.03,44.9,0.239,NORMAL,,
Transport-1,17.41,56.99,2.732,NORMAL,,
Transport-2,11.21,46.77,1.557,NORMAL,,
Transport-1,19.01,31.2,1.244,NORMAL,,
Transport-2,12.74,42.78,1.081,NORMAL,,
Transport-1,11.12,47.63,0.457,NORMAL,,
Transport-2,19.56,49.48,1.846,NORMAL,,
Transport-1,21.48,45.15,1.21,NORMAL,,
Transport-2,10.28,52.89,1.546,NORMAL,,
Transport-1,11.29,33.18,2.308,NORMAL,,
Transport-2,13.81,40.7,1.777,NORMAL,,
Transport-1,11.31,37.1,2.669,NORMAL,,
Transport-2,13.02,63.57,1.534,NORMAL,,
Transport-1,11.0,30.99,0.612,NORMAL,,
Transport-2,4.95,47.2,1.837,NORMAL,,
Transport-1,12.87,48.1,2.27,NORMAL,,
Transport-2,11.97,50.78,1.716,NORMAL,,
Transport-1,-12.65,45.34,1.759,NORMAL,,
Transport-2,17.23,32.47,0.695,NORMAL,,
Transport-1,24.18,39.89,1.152,NORMAL,,
Transport-2,14.87,44.59,2.216,NORMAL,,
Transport-1,17.58,46.69,0.253,NORMAL,,
Transport-2,-12.05,47.75,0.53,NORMAL,,
Transport-1,23.2,47.54,0.438,NORMAL,,
Transport-2,19.27,56.95,0.26,NORMAL,,
Transport-1,33.41,42.7,1.646,NORMAL,,
Transport-2,16.93,41.01,1.452,NORMAL,,
Transport-1,22.33,48.88,2.098,NORMAL,,
Transport-2,11.56,55.79,1.375,NORMAL,,
Transport-1,13.63,46.91,2.217,NORMAL,,
Transport-2,21.25,33.39,1.19,NORMAL,,
Transport-1,26.23,42.11,1.003,NORMAL,,
Transport-2,16.14,57.3,1.928,NORMAL,,
Transport-1,23.83,50.74,0.95,NORMAL,,
Transport-2,19.08,49.6,1.216,NORMAL,,
Transport-1,12.65,58.45,1.354,NORMAL,,
Transport-2,21.49,62.64,2.368,NORMAL,,
Transport-1,12.03,48.14,0.282,NORMAL,,
Transport-2,-8.99,42.53,0.813,NORMAL,,
Transport-1,21.92,45.97,0.427,NORMAL,,
Transport-2,17.64,35.16,1.529,NORMAL,,
Transport-1,20.72,62.82,2.281,NORMAL,,
Transport-2,-5.32,41.32,0.605,NORMAL,,
Transport-1,38.32,48.59,0.22,NORMAL,,
Transport-2,5.4,40.09,0.885,NORMAL,,
Transport-1,18.16,41.85,1.184,NORMAL,,
Transport-2,23.03,53.17,1.085,NORMAL,,
Transport-1,37.17,33.59,1.596,NORMAL,,
Transport-2,10.71,53.4,2.157,NORMAL,,
Transport-1,22.19,59.87,2.286,NORMAL,,
Transport-2,23.56,41.22,1.381,NORMAL,,
Transport-1,10.66,55.21,1.111,NORMAL,,
Transport-2,12.86,53.45,0.001,NORMAL,,
Transport-1,12.38,35.74,1.159,NORMAL,,
Transport-2,15.32,41.22,2.41,NORMAL,,
Transport-1,10.35,45.06,2.188,NORMAL,,
Transport-2,11.42,56.54,1.515,NORMAL,,
Transport-1,10.8,34.92,1.556,NORMAL,,
Transport-2,17.56,49.07,0.709,NORMAL,,
Transport-1,30.55,47.22,0.156,NORMAL,,
Transport-2,17.39,35.62,2.446,NORMAL,,
Transport-1,17.31,42.74,1.598,NORMAL,,
Transport-2,16.45,39.61,2.219,NORMAL,,
Transport-1,23.71,59.15,0.744,NORMAL,,
Transport-2,10.94,59.01,1.58,NORMAL,,
Transport-1,15.44,32.32,2.473,NORMAL,,
Transport-2,19.82,45.5,2.372,NORMAL,,
Transport-1,17.98,46.88,1.757,NORMAL,,
Transport-2,12.91,37.51,1.845,NORMAL,,
Transport-1,18.6,37.53,2.154,NORMAL,,
Transport-2,11.11,43.52,0.468,NORMAL,,
Transport-1,14.03,52.9,1.334,NORMAL,,
Transport-2,3.78,46.94,0.979,NORMAL,,
Transport-1,14.02,45.92,1.177,NORMAL,,
Transport-2,38.22,39.88,0.127,NORMAL,,
Transport-1,18.17,35.9,1.901,NORMAL,,
Transport-2,36.75,41.97,1.751,NORMAL,,
Transport-1,23.62,46.22,2.549,NORMAL,,
Transport-2,15.6,47.26,1.448,NORMAL,,
Transport-1,23.51,53.6,1.583,NORMAL,,
Transport-2,19.06,34.23,0.197,NORMAL,,
Transport-1,16.04,50.61,0.223,NORMAL,,
Transport-2,12.62,64.55,1.403,NORMAL,,
Transport-1,19.76,32.84,2.928,NORMAL,,
Transport-2,16.36,52.75,0.062,NORMAL,,
Transport-1,26.1,38.35,0.185,NORMAL,,
Transport-2,23.43,54.01,0.625,NORMAL,,
Transport-1,20.36,50.03,1.011,NORMAL,,
Transport-2,13.25,53.44,2.427,NORMAL,,
Transport-1,18.96,44.85,1.117,NORMAL,,
Transport-2,22.38,46.98,1.359,NORMAL,,
Transport-1,12.73,33.01,1.785,NORMAL,,
Transport-2,20.35,43.66,1.039,NORMAL,,
Transport-1,15.52,33.52,0.774,NORMAL,,
Transport-2,29.97,38.59,1.38,NORMAL,,
Transport-1,13.16,30.81,2.242,NORMAL,,
Transport-2,13.41,39.79,0.319,NORMAL,,
Transport-1,11.13,34.7,1.612,NORMAL,,
Transport-2,20.62,49.51,0.64,NORMAL,,
Transport-1,13.49,46.09,1.311,NORMAL,,
Transport-2,19.06,60.5,2.497,NORMAL,,
Transport-1,16.07,37.88,0.643,NORMAL,,
Transport-2,15.51,61.98,0.921,NORMAL,,
Transport-1,15.75,59.28,1.627,NORMAL,,
Transport-2,15.01,58.63,0.096,NORMAL,,
Transport-1,10.76,43.98,0.994,NORMAL,,
Transport-2,10.38,56.15,1.34,NORMAL,,
Transport-1,12.07,45.38,1.241,NORMAL,,
Transport-2,20.18,44.73,2.404,NORMAL,,
Transport-1,22.11,33.83,0.993,NORMAL,,
Transport-2,18.54,60.14,0.196,NORMAL,,
Transport-1,22.75,37.45,1.672,NORMAL,,
Transport-2,22.49,34.38,0.324,NORMAL,,
Transport-1,24.2,44.52,0.817,NORMAL,,
Transport-2,23.96,59.29,2.489,NORMAL,,
Transport-1,11.69,51.33,2.051,NORMAL,,
Transport-2,13.59,57.54,0.141,NORMAL,,
Transport-1,17.59,49.61,1.822,NORMAL,,
Transport-2,19.19,50.49,1.369,NORMAL,,
Transport-1,13.89,32.96,0.298,NORMAL,,
Transport-2,17.5,59.42,1.753,NORMAL,,
